pid,Name,Pos,Team,Opp,Score,WL,Season,Playoffs,Min,ChK,ChD,ChA,ChKDA,ChSC,TwrD,TwrA,TwrSC,InhibD,InhibA,CS,CSOpp,CS20,CSOpp20,Jgl,Rvr,DrK,DrA,BrnK,BrnA,G(k)
14909,Bruce 'Rengacia' Irwin,MID,TRP,FURY,0-1,L,2048,true,44.12840670728705,1,3,11,,,3,4,0,0,0,389,319,183,143,9,3,0,1,0,0,17.376296516891443
14925,Adan 'IBackupZ' Ballard,ADC,TRP,FURY,0-1,L,2048,true,44.12840670728705,0,3,9,,,1,4,0,0,0,387,429,191,177,14,7,1,3,0,0,16.87646258678202
15007,Dong 'ValySefu' Zhelin,SUP,TRP,FURY,0-1,L,2048,true,44.12840670728705,0,6,11,,,0,4,0,0,0,103,133,39,26,0,0,0,3,0,0,10.581588425487631
14488,Sangyong 'Balisong' Hong,TOP,FURY,TRP,1-0,W,2048,true,44.12840670728705,8,3,8,,,3,7,1,0,1,318,291,131,145,5,3,0,2,0,1,18.778907078356028
14827,Yoonyoung 'Dahnavan' Lee,JGL,FURY,TRP,1-0,W,2048,true,44.12840670728705,2,3,12,,,0,5,0,0,1,197,242,44,86,91,9,2,2,1,1,16.078421797791314
11994,Ty 'krFlame' Benayad-Cherif,MID,FURY,TRP,1-0,W,2048,true,44.12840670728705,6,6,8,,,3,8,0,1,1,319,389,143,183,10,1,0,1,0,3,18.232046926374107
13137,Logan 'Mageban3' Ming,ADC,FURY,TRP,1-0,W,2048,true,44.12840670728705,4,0,10,,,3,6,0,0,1,429,387,177,191,6,2,0,1,1,2,20.304272630564483
15425,Dongha 'Gavorial' Ji,SUP,FURY,TRP,1-0,W,2048,true,44.12840670728705,0,4,17,,,0,8,0,0,1,133,103,26,39,0,0,0,2,0,1,12.624245723908075
13581,John 'arapis13' Jianiyou,TOP,EGA,PLG,0-1,L,2048,true,37.238412192007345,1,5,2,,,1,2,1,0,0,236,291,139,138,5,0,0,0,0,1,11.960391202642638
15290,Sungjong 'ghjkl462' Lee,JGL,EGA,PLG,0-1,L,2048,true,37.238412192007345,1,3,0,,,0,3,0,0,0,145,212,56,57,86,11,0,0,1,1,11.346250875683287
14403,Vlad 'Jimwayne' Motovilov,MID,EGA,PLG,0-1,L,2048,true,37.238412192007345,0,4,2,,,2,1,0,0,0,292,329,170,165,5,1,0,0,0,0,12.956834394120257
15178,Valentin 'Darkwing' Papadopoulos,ADC,EGA,PLG,0-1,L,2048,true,37.238412192007345,2,3,0,,,1,0,0,0,0,326,386,185,185,5,0,0,0,0,0,14.046904613546621
13939,Alex 'Dherolan' Rumph,SUP,EGA,PLG,0-1,L,2048,true,37.238412192007345,1,6,2,,,0,3,0,0,0,62,126,45,20,0,0,0,0,0,1,8.085574579739449
13716,Matt 'Aidenx2o' Fangyu,TOP,PLG,EGA,1-0,W,2048,true,37.238412192007345,10,1,9,,,2,8,0,0,2,291,236,138,139,5,0,1,3,0,1,17.797176860221647
15094,Gerben 'LonyTony' Moors,JGL,PLG,EGA,1-0,W,2048,true,37.238412192007345,2,1,16,,,0,5,0,0,1,212,145,57,56,101,10,1,1,1,1,15.631845649635215
13614,Romain 'niko9522' Mussard,MID,PLG,EGA,1-0,W,2048,true,37.238412192007345,5,1,10,,,3,5,0,1,2,329,292,165,170,4,1,1,2,0,1,16.71841012207214
14217,K.J. 'Porygon2' Smith,ADC,PLG,EGA,1-0,W,2048,true,37.238412192007345,4,0,10,,,4,7,0,1,2,386,326,185,185,9,2,0,1,0,1,18.035512729739786
12061,Terrence 'LordTyco' Zhelin,SUP,PLG,EGA,1-0,W,2048,true,37.238412192007345,0,2,18,,,0,9,-1,0,2,126,62,20,45,0,0,0,3,0,1,11.376557409017948
13701,Hongkyu 'ashsaver' Yeom,TOP,TTC,R5,0-1,L,2048,true,33.603891434681714,1,1,2,,,1,3,0,0,0,223,238,127,132,5,1,0,0,0,0,11.00027106546398
13773,Seungwoo 'sknighti' Kim,JGL,TTC,R5,0-1,L,2048,true,33.603891434681714,1,4,2,,,0,2,0,0,0,128,224,63,89,68,5,0,0,0,0,10.155385193307014
11277,Jared 'ratedajs' Smith,MID,TTC,R5,0-1,L,2048,true,33.603891434681714,3,4,2,,,1,3,0,0,0,251,283,158,157,4,1,1,1,0,0,12.070434035679842
14939,Junhong 'shockeri' Suk,ADC,TTC,R5,0-1,L,2048,true,33.603891434681714,1,4,2,,,2,3,1,0,0,262,334,160,185,5,2,0,0,0,0,11.871652702718952
13561,Yuseong 'MrMayor' Oh,SUP,TTC,R5,0-1,L,2048,true,33.603891434681714,0,6,2,,,0,4,0,0,0,43,125,17,58,0,0,0,1,0,0,6.707758828970854
14882,Jamal 'Lordpain' Zhengdong,TOP,R5,TTC,1-0,W,2048,true,33.603891434681714,4,0,7,,,2,6,0,0,1,238,223,132,127,11,5,0,2,0,1,13.4516937263349
11248,Raehwan 'b3yond3r' Jung,JGL,R5,TTC,1-0,W,2048,true,33.603891434681714,3,1,6,,,0,6,-1,0,0,224,128,89,63,112,17,2,2,0,0,14.640293250104216
14778,Eunkwang 'Kalifakz' Park,MID,R5,TTC,1-0,W,2048,true,33.603891434681714,5,2,10,,,3,7,0,1,1,283,251,157,158,6,0,0,2,0,1,14.863972727814362
14526,Dennis 'alexy971' Rockmann,ADC,R5,TTC,1-0,W,2048,true,33.603891434681714,6,2,3,,,3,7,0,0,1,334,262,185,160,8,2,0,2,1,1,15.719665646236006
13969,James 'Egokeeil' Gettys,SUP,R5,TTC,1-0,W,2048,true,33.603891434681714,1,1,13,,,0,8,0,0,1,125,43,58,17,0,0,0,2,0,1,10.38828747486213
15265,Jamie 'Kostikmi' Notice,MID,R5,TTC,1-0,W,2048,true,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12619,Kikwang 'steam308' Kwon,TOP,TLT,TTT,0-1,L,2048,true,29.41014642562272,1,1,0,,,1,2,0,0,0,199,192,139,115,4,0,0,0,0,0,9.513168423326325
15539,Seunggyu 'matt0951' Hwang,JGL,TLT,TTT,0-1,L,2048,true,29.41014642562272,0,4,0,,,0,0,0,0,0,79,247,49,67,46,1,0,0,0,0,7.345000000000024
15273,Illok 'kielanko' Choi,MID,TLT,TTT,0-1,L,2048,true,29.41014642562272,1,2,0,,,1,2,0,0,0,242,250,176,150,3,2,0,0,0,0,10.41493009390242
10566,Eric 'GROBARxD' Shaw,ADC,TLT,TTT,0-1,L,2048,true,29.41014642562272,1,2,0,,,1,2,-2,0,0,249,303,184,194,4,2,0,0,0,0,10.782864201066749
13103,Rolando 'Stower97' Ramalho,SUP,TLT,TTT,0-1,L,2048,true,29.41014642562272,0,4,0,,,0,2,0,0,0,21,112,15,46,0,0,0,0,0,0,5.241000000000012
13795,Dimitris 'Inconvex' Angelakopoulos,TOP,TTT,TLT,1-0,W,2048,true,29.41014642562272,3,1,7,,,2,3,0,0,0,192,199,115,139,3,1,0,2,0,1,11.327299751787013
15381,Richie 'Howligan' Muhao,JGL,TTT,TLT,1-0,W,2048,true,29.41014642562272,5,0,4,,,0,5,0,0,1,247,79,67,49,136,45,2,2,1,1,15.244274942892286
13559,Mory 'Genndrag' Koffi,MID,TTT,TLT,1-0,W,2048,true,29.41014642562272,2,1,8,,,3,7,0,1,1,250,242,150,176,5,3,0,2,0,1,12.503636606387483
14188,Luiz 'dark2186' Lemes,ADC,TTT,TLT,1-0,W,2048,true,29.41014642562272,3,1,6,,,3,4,2,0,1,303,249,194,184,9,4,0,2,0,0,13.725248700472083
12467,Ailun 'Atanasow' Jianghua,SUP,TTT,TLT,1-0,W,2048,true,29.41014642562272,0,0,10,,,0,6,0,0,1,112,21,46,15,0,0,0,2,0,0,8.905511879790545
14765,Jose 'aragorn1' Palacios,ADC,TTT,TLT,1-0,W,2048,true,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14636,Robinson 'kahien93' Brittain,TOP,OMG,RZR,0-1,L,2048,true,35.19456430782463,3,5,3,,,1,3,0,0,0,219,258,137,128,7,2,0,1,0,1,12.137567046442243
14935,Sun 'Logernus' Tang,JGL,OMG,RZR,0-1,L,2048,true,35.19456430782463,3,5,3,,,0,0,0,0,0,122,271,59,55,63,4,1,1,1,1,10.989803397327016
13894,Ron 'valensen' Xiang,MID,OMG,RZR,0-1,L,2048,true,35.19456430782463,3,3,1,,,2,2,1,0,0,289,299,175,170,4,0,0,1,0,0,13.640779218381498
14046,Seungwoo 'beackbua' Yook,ADC,OMG,RZR,0-1,L,2048,true,35.19456430782463,1,3,1,,,2,5,0,0,0,312,346,183,191,6,3,0,1,0,0,13.525099495017047
15204,Tang 'cwmoygfx' Ming,SUP,OMG,RZR,0-1,L,2048,true,35.19456430782463,0,2,7,,,0,4,0,0,0,85,66,56,24,0,0,0,1,0,1,8.656168545908312
14647,David 'metro360' John,ADC,OMG,RZR,0-1,L,2048,true,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14162,Tang 'ELF_wolf' Yue,TOP,RZR,OMG,1-0,W,2048,true,35.19456430782463,6,2,7,,,2,5,0,0,1,258,219,128,137,3,0,0,1,0,1,14.737142634242764
13437,Peter 'toriiiko' Larsen,JGL,RZR,OMG,1-0,W,2048,true,35.19456430782463,4,1,13,,,0,7,-1,0,1,271,122,55,59,132,18,1,1,1,1,17.06838279662101
14671,Jihun 'Herpesen' Bae,MID,RZR,OMG,1-0,W,2048,true,35.19456430782463,5,2,8,,,3,4,0,1,1,299,289,170,175,5,3,1,2,0,1,15.542157107032821
14660,Jason 'Maxiblob' Hu,ADC,RZR,OMG,1-0,W,2048,true,35.19456430782463,3,2,9,,,3,3,0,0,1,346,312,191,183,7,2,0,1,0,1,15.922267781310182
15503,Paulo 'pekili15' Reyes,SUP,RZR,OMG,1-0,W,2048,true,35.19456430782463,0,3,13,,,0,7,0,0,1,66,85,24,56,0,0,0,1,0,1,9.007853609645005
14066,Gani 'KacerRex' Okur,TOP,MID,ONN,1-0,W,2048,true,36.0268376360947,6,0,16,,,2,5,0,0,0,300,197,151,106,11,9,0,2,0,1,16.431246881064435
15510,James 'LeXX8800' Delong,JGL,MID,ONN,1-0,W,2048,true,36.0268376360947,6,1,6,,,0,7,-1,0,1,225,140,75,43,107,16,2,2,0,0,15.679520192193607
13408,Jordan 'Baloom99' Darrett,MID,MID,ONN,1-0,W,2048,true,36.0268376360947,7,0,13,,,3,5,0,1,1,349,251,173,158,11,3,0,3,0,0,17.765891598755335
15346,Gyeongtae 'armik100' Kim,ADC,MID,ONN,1-0,W,2048,true,36.0268376360947,7,0,13,,,2,5,0,0,1,423,226,211,144,10,4,1,2,1,1,18.842983325436286
13200,Minhyung 'ButtCake' Song,SUP,MID,ONN,1-0,W,2048,true,36.0268376360947,0,2,22,,,0,6,0,0,1,124,64,61,31,1,1,0,2,0,1,10.915024109015675
13899,Francisco 'FirstHit' Zwikker,TOP,ONN,MID,0-1,L,2048,true,36.0268376360947,0,6,0,,,1,1,0,0,0,197,300,106,151,3,0,0,1,0,0,10.38099999999997
9833,Jinhyeon 'Desbeans' Nam,JGL,ONN,MID,0-1,L,2048,true,36.0268376360947,2,3,0,,,0,4,1,0,0,140,225,43,75,80,3,0,0,0,0,11.135197904659387
15493,Josh 'gpkiller' Statam,MID,ONN,MID,0-1,L,2048,true,36.0268376360947,1,4,0,,,2,3,0,0,0,251,349,158,173,3,0,0,1,0,0,11.888516172636033
15011,Eduardo 'e1m9i9n9' Biota,ADC,ONN,MID,0-1,L,2048,true,36.0268376360947,0,7,0,,,1,4,0,0,0,226,423,144,211,6,2,1,1,0,0,11.072999999999961
14401,Hokyeong 'ProBeans' Ham,SUP,ONN,MID,0-1,L,2048,true,36.0268376360947,0,6,2,,,0,1,0,0,0,64,124,31,61,0,0,0,1,0,0,7.552921416695803
14320,Chris 'sandmano' Peng,TOP,ONN,MID,0-1,L,2048,true,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14479,Yuta 'bane4355' Smith,TOP,K2H,SBS,1-0,W,2048,true,42.81602843661116,8,1,11,,,3,8,0,0,1,315,314,139,149,12,6,0,2,0,2,18.915432546978614
12515,Sukyoung 'echofoxx' Kim,JGL,K2H,SBS,1-0,W,2048,true,42.81602843661116,8,1,12,,,0,4,-1,0,1,284,177,69,67,153,19,1,1,2,2,20.808838656398525
13592,Hojoon 'Milditex' Jung,MID,K2H,SBS,1-0,W,2048,true,42.81602843661116,4,1,11,,,3,5,0,1,1,390,329,183,158,7,4,0,1,0,1,18.94611221339792
14111,Jongwon 'jigplums' Jo,ADC,K2H,SBS,1-0,W,2048,true,42.81602843661116,6,0,14,,,3,6,0,0,1,456,300,182,176,13,2,1,2,0,1,21.215291902466006
15033,Jesse 'lazomazo' Smith,SUP,K2H,SBS,1-0,W,2048,true,42.81602843661116,0,2,19,,,0,7,0,0,1,140,69,37,24,0,0,0,2,0,2,12.581948403072676
11962,Han 'Neivas10' Tao,JGL,K2H,SBS,1-0,W,2048,true,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14373,Doyul 'cazcappy' Son,TOP,SBS,K2H,0-1,L,2048,true,42.81602843661116,2,3,2,,,1,3,0,0,0,314,315,149,139,10,0,0,1,0,1,15.541387361767768
13670,Jeno 'tbone118' Yun,JGL,SBS,K2H,0-1,L,2048,true,42.81602843661116,3,4,1,,,0,4,1,0,0,177,284,67,69,90,11,2,2,1,1,14.165571534991237
12535,Zhu 'cheezyer' Jianlian,MID,SBS,K2H,0-1,L,2048,true,42.81602843661116,0,4,4,,,2,4,0,0,0,329,390,158,183,7,0,0,2,0,0,15.29977489567827
13870,Youngwoong 'Mychichi' Lee,ADC,SBS,K2H,0-1,L,2048,true,42.81602843661116,0,9,3,,,2,3,0,0,0,300,456,176,182,4,0,1,4,0,0,14.524905995606805
12237,Shinwook 'jamegree' Oh,SUP,SBS,K2H,0-1,L,2048,true,42.81602843661116,0,6,3,,,0,5,0,0,0,69,140,24,37,0,0,0,2,0,1,9.389605820993815
14379,Zou 'LoLTigre' Yuchen,TOP,XTC,PRD,0-1,L,2048,true,33.72070109243478,1,3,4,,,1,2,0,0,0,245,247,131,151,7,3,0,0,0,0,11.51872738005569
13369,Max 'Clhronic' Jianghua,JGL,XTC,PRD,0-1,L,2048,true,33.72070109243478,2,4,4,,,0,1,0,0,0,124,220,43,72,65,8,1,1,0,0,10.12199502642876
12866,Tang 'ignite55' Wang,MID,XTC,PRD,0-1,L,2048,true,33.72070109243478,3,3,2,,,1,1,0,0,0,270,285,163,159,5,1,0,0,0,0,12.317371169334375
14638,Junhee 'Deavoll0' Kim,ADC,XTC,PRD,0-1,L,2048,true,33.72070109243478,2,3,1,,,1,1,0,0,0,294,333,177,182,8,0,0,1,0,0,12.732859107734166
11669,Zhu 'Bochen97' Yong,SUP,XTC,PRD,0-1,L,2048,true,33.72070109243478,0,5,3,,,0,2,1,0,0,38,119,23,42,0,0,0,1,0,0,6.555587791232257
13904,Zhu 'Buttered' Tao,MID,XTC,PRD,0-1,L,2048,true,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14440,Tom 'freedomf' Jianiyou,TOP,PRD,XTC,1-0,W,2048,true,33.72070109243478,10,2,5,,,3,6,0,0,1,247,245,151,131,7,1,0,1,0,0,15.458973833335977
11996,Kwangmin 'xFlipper' Ha,JGL,PRD,XTC,1-0,W,2048,true,33.72070109243478,2,1,12,,,0,6,-1,0,1,220,124,72,43,102,13,3,4,1,1,14.762519495307714
14969,Reese 'randro_b' Wright,MID,PRD,XTC,1-0,W,2048,true,33.72070109243478,3,2,11,,,3,7,0,1,1,285,270,159,163,5,1,0,2,0,0,14.448939227880114
14924,Zhou 'dumbo155' Tao,ADC,PRD,XTC,1-0,W,2048,true,33.72070109243478,3,2,10,,,3,4,0,0,1,333,294,182,177,11,2,0,1,0,0,15.793382363015374
14881,Michel 'Juniozao' De Souza,SUP,PRD,XTC,1-0,W,2048,true,33.72070109243478,0,1,13,,,0,7,0,0,1,119,38,42,23,0,0,0,1,0,0,10.136069804649734
14391,Max 'LFBorbon' Fan,MID,PRD,XTC,1-0,W,2048,true,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14837,Jinhong 'ZoinksXD' Lee,ADC,PRD,XTC,1-0,W,2048,true,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14997,Gao 'Oompagus' Peng,MID,PRD,XTC,1-0,W,2048,true,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11535,Dong 'Tilman44' Shang,TOP,THB,CC,0-1,L,2048,true,37.65537602675314,2,5,2,,,1,2,0,0,0,221,304,134,153,12,1,0,1,0,0,11.940382916474036
12265,Ted 'Deidrick' Yuchen,JGL,THB,CC,0-1,L,2048,true,37.65537602675314,0,3,1,,,0,3,0,0,0,120,216,49,62,70,3,0,0,0,0,10.16445672509664
13724,Kent 'Juhler17' Meschery,MID,THB,CC,0-1,L,2048,true,37.65537602675314,2,3,1,,,2,4,0,0,0,291,351,155,183,6,0,0,0,0,0,13.455931258545172
12957,Yi 'Zigfried' Ming,ADC,THB,CC,0-1,L,2048,true,37.65537602675314,1,3,1,,,1,2,0,0,0,343,359,189,183,9,1,1,1,0,0,14.196783393575899
12449,Ji 'tukitori' Yuyang,SUP,THB,CC,0-1,L,2048,true,37.65537602675314,0,6,4,,,0,3,0,0,0,69,132,20,49,0,0,0,1,0,0,7.998458662017159
13689,Sun 'Face1ess' Fu,TOP,CC,THB,1-0,W,2048,true,37.65537602675314,6,1,10,,,2,6,0,0,1,304,221,153,134,9,5,0,1,0,1,16.42900274025131
14913,Max 'lucasw89' Wang,JGL,CC,THB,1-0,W,2048,true,37.65537602675314,5,0,8,,,0,4,0,0,1,216,120,62,49,120,23,1,1,2,2,16.168929000551493
14044,Yi 'Queso15x' Meschery,MID,CC,THB,1-0,W,2048,true,37.65537602675314,6,1,10,,,3,5,0,1,1,351,291,183,155,9,2,0,1,0,1,17.16808868295462
14020,Zhu 'lomerisa' Fan,ADC,CC,THB,1-0,W,2048,true,37.65537602675314,2,1,13,,,2,5,0,0,1,359,343,183,189,8,2,0,1,0,1,16.60279996310895
15254,Lin 'TequiiLa' Peng,SUP,CC,THB,1-0,W,2048,true,37.65537602675314,1,2,15,,,0,6,0,0,1,132,69,49,20,1,0,0,1,0,2,11.076686767503537
13650,Andrei 'Keuthony' Dela Cruz,ADC,CC,THB,1-0,W,2048,true,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15028,Sydmill 'Dropixal' Jansen,TOP,LSG,NVS,1-0,W,2048,true,32.73493887750508,4,1,12,,,2,6,0,0,1,274,191,151,126,4,0,0,3,0,0,14.38512235680529
13402,Francisco 'adhdnoy1' Cvjetkovic,JGL,LSG,NVS,1-0,W,2048,true,32.73493887750508,4,0,8,,,0,5,0,0,1,198,102,50,51,94,21,0,0,1,1,14.107758675060936
14368,Hatila 'Harkle99' Cipolini,MID,LSG,NVS,1-0,W,2048,true,32.73493887750508,5,1,9,,,3,7,0,1,1,304,242,156,168,9,2,1,2,0,1,15.521226734267128
14931,Maxime 'obrinj63' Fofang,ADC,LSG,NVS,1-0,W,2048,true,32.73493887750508,6,1,6,,,3,5,0,0,1,320,261,170,170,5,3,2,2,0,0,15.435115331719498
14955,Tom '0_Nefi_0' Larsson,SUP,LSG,NVS,1-0,W,2048,true,32.73493887750508,0,1,14,,,0,8,0,0,1,72,44,19,34,0,0,0,3,0,0,8.885346386846475
14172,Seokjun 'tuzuyezo' Hwang,MID,LSG,NVS,1-0,W,2048,true,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14985,Ali 'vaelanis' Archibald,TOP,NVS,LSG,0-1,L,2048,true,32.73493887750508,1,5,0,,,1,3,0,0,0,191,274,126,151,1,0,0,0,0,0,9.689172372511798
15504,Balazs 'Shabadim' Szendrei,JGL,NVS,LSG,0-1,L,2048,true,32.73493887750508,0,3,1,,,0,2,0,0,0,102,198,51,50,56,5,0,0,0,0,8.516444444444456
13348,Mikkel 'redadkai' Reinholt,MID,NVS,LSG,0-1,L,2048,true,32.73493887750508,2,5,0,,,1,0,0,0,0,242,304,168,156,3,0,0,0,0,0,10.97890678049977
13586,Sun 'T3rophor' Zhang,ADC,NVS,LSG,0-1,L,2048,true,32.73493887750508,1,4,0,,,1,1,0,0,0,261,320,170,170,3,0,0,0,0,0,11.139777777777745
14343,Harvey 'xupagalo' Zhang,SUP,NVS,LSG,0-1,L,2048,true,32.73493887750508,0,2,4,,,0,2,0,0,0,44,72,34,19,0,0,0,0,0,0,6.430470828781675
12606,Muhammed 'Ragewind' Arar,SUP,NVS,LSG,0-1,L,2048,true,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14750,Tim 'cataclyz' Gloger,SUP,NVS,LSG,0-1,L,2048,true,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15393,Thiago 'jeanray1' Rodríguez,TOP,MMR,CRP,1-0,W,2048,true,39.33872734900779,3,1,12,,,3,6,0,0,1,260,254,107,131,5,1,0,2,0,2,15.909341589527546
11975,Wojciech 'gilateur' Witlinski,JGL,MMR,CRP,1-0,W,2048,true,39.33872734900779,6,0,9,,,0,9,-1,0,1,239,146,48,56,135,27,4,4,1,1,18.72220041605195
14480,Henrik 'rozle001' Moeller,MID,MMR,CRP,1-0,W,2048,true,39.33872734900779,6,2,10,,,3,9,0,1,1,357,298,168,153,11,1,0,3,0,2,18.787785798663315
13675,Marcel 'Sojimaru' Nahar,ADC,MMR,CRP,1-0,W,2048,true,39.33872734900779,7,0,8,,,4,8,0,0,1,392,289,176,171,8,2,0,3,1,2,19.61661277796348
13054,Hyunjong '0_Nefi_0' Lee,SUP,MMR,CRP,1-0,W,2048,true,39.33872734900779,0,2,15,,,0,9,0,0,1,125,58,34,15,0,0,0,4,0,2,11.972292708301937
15404,Calix 'pullrock' Skouen,SUP,MMR,CRP,1-0,W,2048,true,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14963,Taeki 'tukitori' Son,TOP,CRP,MMR,0-1,L,2048,true,39.33872734900779,2,2,2,,,1,4,0,0,0,254,260,131,107,7,2,0,0,0,0,12.790208599351082
13168,Peter 'istariwk' Aarts,JGL,CRP,MMR,0-1,L,2048,true,39.33872734900779,2,3,0,,,0,3,1,0,0,146,239,56,48,75,8,0,0,0,0,11.555297632351326
14010,Jason 'HeremonZ' Fereti,MID,CRP,MMR,0-1,L,2048,true,39.33872734900779,1,6,3,,,2,3,0,0,0,298,357,153,168,4,1,0,0,0,0,13.432697047707775
12651,Jean-Marc 'keldinne' Kesteloot,ADC,CRP,MMR,0-1,L,2048,true,39.33872734900779,0,5,3,,,2,3,0,0,0,289,392,171,176,6,2,0,0,0,0,13.094759113888612
12716,Taeyang 'Andy1993' Kim,SUP,CRP,MMR,0-1,L,2048,true,39.33872734900779,0,6,3,,,0,5,0,0,0,58,125,15,34,0,0,0,0,0,0,7.898331986424529
14829,Jinqiu 'tiberisa' Peng,SUP,CRP,MMR,0-1,L,2048,true,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14089,Youjun 'Soulbert' Shin,TOP,LDE,FGM,1-0,W,2048,true,42.30996892624437,3,4,7,,,2,5,-1,0,1,284,275,130,135,2,0,1,1,0,2,15.930978384521383
14710,Marius 'FukDBaD' Przybyszewski,JGL,LDE,FGM,1-0,W,2048,true,42.30996892624437,2,2,9,,,0,7,0,0,1,207,194,46,49,107,16,0,0,2,2,15.649712868046883
15068,Edwin 'pecoskev' Reischel,MID,LDE,FGM,1-0,W,2048,true,42.30996892624437,5,3,5,,,3,6,0,1,1,354,338,152,178,6,1,0,0,0,2,18.10557529648736
11498,Taemin 'Toretoso' Hwang,ADC,LDE,FGM,1-0,W,2048,true,42.30996892624437,5,2,4,,,3,5,0,0,1,383,363,181,177,6,1,0,0,0,2,18.487999296724677
15067,Hardy 'UnreaL30' Asprilla,SUP,LDE,FGM,1-0,W,2048,true,42.30996892624437,1,3,11,,,0,7,0,0,1,95,88,45,16,0,0,0,1,0,2,11.109654212767033
15480,Thuáan 'DarkManX' Nguyễn,TOP,FGM,LDE,0-1,L,2048,true,42.30996892624437,2,4,10,,,1,5,0,0,0,275,284,135,130,5,2,0,2,0,0,15.188753325060693
12175,Jacheol 'howolf12' Jung,JGL,FGM,LDE,0-1,L,2048,true,42.30996892624437,2,2,6,,,0,2,1,0,0,194,207,49,46,99,9,1,1,0,0,14.791262656722045
13314,Minjae 'Lonestar' Jung,MID,FGM,LDE,0-1,L,2048,true,42.30996892624437,7,4,3,,,3,2,0,0,0,338,354,178,152,7,3,1,2,0,0,17.46710282260183
12602,Gabor 'Echonnie' Kovacs,ADC,FGM,LDE,0-1,L,2048,true,42.30996892624437,3,3,6,,,2,5,0,0,0,363,383,177,181,15,4,2,3,0,0,17.258987790974462
13324,Han 'Flisking' Chang,SUP,FGM,LDE,0-1,L,2048,true,42.30996892624437,0,3,12,,,0,5,0,0,0,88,95,16,45,0,0,0,4,0,0,10.414865357766189
15230,Daniele 'XiisSiix' Marconato,SUP,FGM,LDE,0-1,L,2048,true,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13933,Hongkyu 'Katrinna' Jung,TOP,SCR,EIF,0-1,L,2048,true,33.787289195446654,2,0,1,,,2,2,0,0,0,263,205,152,121,3,3,0,1,0,1,12.4492319719919
15482,Jaewan 'qwdevx64' Lee,JGL,SCR,EIF,0-1,L,2048,true,33.787289195446654,3,3,2,,,0,2,0,0,0,191,176,71,61,103,19,1,1,1,1,12.89036961549057
15096,Donghae 'Blobisen' Lee,MID,SCR,EIF,0-1,L,2048,true,33.787289195446654,0,2,2,,,1,3,0,0,0,267,321,162,176,11,1,0,0,0,1,12.281169927667115
12814,Youjin 'c0nn3r88' Suk,ADC,SCR,EIF,0-1,L,2048,true,33.787289195446654,1,1,1,,,2,2,0,0,0,330,305,201,166,8,0,0,0,0,1,13.800642243125989
12120,Nikos 'woof1912' Angelopoulos,SUP,SCR,EIF,0-1,L,2048,true,33.787289195446654,1,5,5,,,0,3,1,0,0,76,97,51,31,0,0,0,1,0,1,8.265840813286337
14110,Omar 'BooBaBoH' Thomas,TOP,EIF,SCR,1-0,W,2048,true,33.787289195446654,3,2,4,,,2,6,0,0,1,205,263,121,152,5,0,0,1,0,0,12.017611418975237
15449,Swen 'xupagalo' Hammink,JGL,EIF,SCR,1-0,W,2048,true,33.787289195446654,0,2,6,,,0,5,-1,0,1,176,191,61,71,76,6,2,2,0,0,11.872646354196537
13546,Heiko 'ThiagoNB' Harris,MID,EIF,SCR,1-0,W,2048,true,33.787289195446654,6,0,2,,,3,7,0,1,1,321,267,176,162,10,3,0,1,0,0,15.192654702954215
15276,Jaesung 'MoticonZ' Choi,ADC,EIF,SCR,1-0,W,2048,true,33.787289195446654,2,0,5,,,3,6,0,0,1,305,330,166,201,3,2,0,2,0,0,13.92339522963346
12199,Donghae 'thedespi' Seo,SUP,EIF,SCR,1-0,W,2048,true,33.787289195446654,0,3,10,,,0,8,0,0,1,97,76,31,51,0,0,0,2,0,0,9.025638090145247
12948,Darryl 'Matrix20' Miles,TOP,HL,DSG,0-1,L,2048,true,37.64007764775541,0,5,3,,,1,3,0,0,0,256,285,140,140,7,1,0,1,0,0,12.297725139745667
